fide_id,list_month,standard,rapid,blitz,inactive
8632570,2026-07,1900,,,1
8632588,2026-07,1742,,,1
8632596,2026-07,,,1558,
8632600,2026-07,1774,,,1
8632669,2026-07,1719,,,1
8632693,2026-07,1798,,,1
8632707,2026-07,1969,1926,,
8632731,2026-07,1696,,,1
8632774,2026-07,1782,1788,,
8632790,2026-07,1593,,,1
8632804,2026-07,1711,,,1
8632812,2026-07,1614,,,1
8632839,2026-07,1515,,,1
8632880,2026-07,1600,1632,,1
8632901,2026-07,1639,,,
8632910,2026-07,1564,,,1
8632952,2026-07,1707,,,1
8632987,2026-07,1774,,,1
8632995,2026-07,,1617,,
8633002,2026-07,1780,1668,,1
8633010,2026-07,1669,1657,,1
8633029,2026-07,1693,,,
8633061,2026-07,1689,,,1
8633118,2026-07,1919,1736,2001,
8633150,2026-07,1674,,,1
8633177,2026-07,1701,,,1
8633185,2026-07,1597,,,
8633207,2026-07,1669,1668,,
8633258,2026-07,1736,,,1
8633290,2026-07,1533,,,1
8633304,2026-07,1684,,,1
8633339,2026-07,1551,,,1
8633363,2026-07,1680,,,1
8633398,2026-07,1985,1971,,
8633401,2026-07,1860,,,1
8633444,2026-07,2156,1888,1907,
8633479,2026-07,1735,,,1
8633533,2026-07,1777,,,1
8633550,2026-07,1753,,,1
8633622,2026-07,1665,,,1
8633630,2026-07,1594,,,1
8633720,2026-07,1553,,,1
8633843,2026-07,1698,,,1
8633860,2026-07,1722,,,1
8633886,2026-07,1768,,,1
8633894,2026-07,1634,,,1
8633932,2026-07,1599,,,1
8633940,2026-07,1650,,,1
8634106,2026-07,1436,,,1
8634114,2026-07,1773,,,1
8634122,2026-07,1741,,,1
8634149,2026-07,1645,,,1
8634165,2026-07,1693,,,
8634181,2026-07,1597,,,1
8634190,2026-07,1602,,,1
8634238,2026-07,1726,,,1
8634254,2026-07,1600,,,1
8634262,2026-07,1529,,,1
8634289,2026-07,1589,,,1
8634386,2026-07,1548,,,1
8634416,2026-07,1830,,,1
8634440,2026-07,1612,,,1
8634475,2026-07,1739,,,1
8634521,2026-07,1681,,,
8634564,2026-07,1577,,,1
8634599,2026-07,1723,,,
8634777,2026-07,1684,,,
8634785,2026-07,1512,,,
8634793,2026-07,1501,,,
8634807,2026-07,1515,,,
8634823,2026-07,1875,1792,,1
8634831,2026-07,1957,1985,1814,
8634840,2026-07,1917,,,1
8634882,2026-07,1793,,,1
8634890,2026-07,1643,,,
8634920,2026-07,1989,,,1
8634947,2026-07,1796,1891,1747,
8634971,2026-07,2176,1948,2132,
8635005,2026-07,1419,1579,1525,1
8635013,2026-07,,1482,,
8635056,2026-07,1680,1720,1648,
8635064,2026-07,1552,1492,,1
8635110,2026-07,1632,1859,,1
8635145,2026-07,1465,,1508,1
8635153,2026-07,1513,,,1
8635161,2026-07,,,1630,
8635269,2026-07,1673,,,1
8635277,2026-07,2052,,,
8635285,2026-07,2027,,,1
8635293,2026-07,1788,,,1
8635307,2026-07,1855,,,1
8635315,2026-07,1686,,,1
8635331,2026-07,1597,,,1
8635340,2026-07,1765,,,1
8635358,2026-07,1692,,,1
8635366,2026-07,2116,,1969,1
8635374,2026-07,1660,,,1
8635382,2026-07,1604,,,1
8635390,2026-07,1972,,,
8635404,2026-07,1738,,,1
8635412,2026-07,1810,,,1
8635420,2026-07,1645,,,1
8635439,2026-07,1786,,,1
8635447,2026-07,1769,,,1
8635455,2026-07,1659,,,1
8635463,2026-07,1529,,,1
8635471,2026-07,1612,,,1
8635480,2026-07,1531,,,1
8635498,2026-07,1500,,,1
8635501,2026-07,1599,,,1
8635510,2026-07,1610,,,1
8635560,2026-07,1624,,,1
8635579,2026-07,1599,,,1
8635587,2026-07,1665,,,1
8635595,2026-07,1684,,,1
8635609,2026-07,1481,,,1
8635617,2026-07,1479,,,1
8635625,2026-07,1521,,,1
8635633,2026-07,1532,,,1
8635641,2026-07,1540,,,1
8635650,2026-07,1605,,,1
8635668,2026-07,1840,1702,,
8635676,2026-07,1550,,,1
8635684,2026-07,2140,,2311,
8635692,2026-07,1643,,,
8635706,2026-07,1712,1692,1758,
8635714,2026-07,1931,,,1
8635722,2026-07,1711,,,
8635730,2026-07,1566,,,
8635749,2026-07,1521,,,
8635757,2026-07,1707,,,
8635765,2026-07,1676,,,
8635773,2026-07,1450,,,
8635781,2026-07,1667,,,
8635790,2026-07,1798,,,
8635803,2026-07,1612,1594,,
8635811,2026-07,1503,,,
8635820,2026-07,1676,,,
8635838,2026-07,1568,,,
8635846,2026-07,1756,,,
8635854,2026-07,1706,,,
8635862,2026-07,1745,1745,1608,
8635889,2026-07,2303,2180,2023,
8635897,2026-07,1725,,,
8635919,2026-07,1546,,,
8635927,2026-07,1499,1468,1516,
8635935,2026-07,1408,,,
8635943,2026-07,1480,,,
8635960,2026-07,1896,1800,,
8635986,2026-07,1459,,,
8635994,2026-07,1455,,,
8636001,2026-07,2055,2006,1863,
8636028,2026-07,2030,1884,1942,
8636036,2026-07,1465,,,
8636044,2026-07,1694,,,
8636052,2026-07,1533,1460,1499,
8636060,2026-07,2254,2117,2092,
8636079,2026-07,1684,,,
8636087,2026-07,1657,,,
8636109,2026-07,1522,,,
8636117,2026-07,1749,,,
8636141,2026-07,,1701,,
8636168,2026-07,,,1696,
8636290,2026-07,1540,,,1
8636338,2026-07,1597,,,1
8636397,2026-07,1617,1663,,
8636400,2026-07,1437,1462,1467,
8636435,2026-07,,,1969,
8636460,2026-07,1690,,,1
8636478,2026-07,1712,,,1
8636486,2026-07,1654,,,1
8636494,2026-07,1646,,,
8636508,2026-07,,1442,,
8636524,2026-07,,1643,,
8636540,2026-07,1644,,,1
8636664,2026-07,1635,,,1
8636680,2026-07,1588,,,1
8636699,2026-07,1485,,,1
8636702,2026-07,1476,,,1
8636710,2026-07,1585,,,1
8636737,2026-07,1474,,,1
8636753,2026-07,1470,,,1
8636761,2026-07,1575,1621,,
8636770,2026-07,1486,1521,,
8636834,2026-07,1537,,,1
8636869,2026-07,1440,,,1
8636893,2026-07,1438,1482,1449,1
8636915,2026-07,,,1718,
8636966,2026-07,,1448,,
8636974,2026-07,1435,1483,1552,1
8637008,2026-07,,,1444,
8637016,2026-07,,,1650,
8637024,2026-07,1775,,1762,
8637342,2026-07,1730,,,1
8637350,2026-07,,,1654,
8637393,2026-07,1831,1771,1825,1
8637407,2026-07,1758,1719,1706,
8637423,2026-07,1732,,,1
8637431,2026-07,1908,,,1
8637440,2026-07,1707,,,
8637458,2026-07,1606,,,1
8637490,2026-07,1741,,,1
8637504,2026-07,1719,,,1
8637555,2026-07,1668,,,1
8637601,2026-07,1408,1496,1555,
8637652,2026-07,1520,,,1
8637725,2026-07,1613,,,
8637733,2026-07,1814,,,1
8637750,2026-07,1959,1834,1848,
8637784,2026-07,,1433,,
8637792,2026-07,,1464,,
8637970,2026-07,1740,,1743,
8638071,2026-07,1619,1542,1727,1
8638160,2026-07,1639,1763,1543,1
8638241,2026-07,,,1822,
8638250,2026-07,1699,1853,1832,
8638276,2026-07,1859,,,1
8638284,2026-07,1471,1479,,
8638381,2026-07,,,1472,
8638624,2026-07,1704,,,1
8638632,2026-07,1662,1620,1657,
8638772,2026-07,1747,1644,,
8638799,2026-07,1591,1504,1532,
8638802,2026-07,1778,1810,,1
8638810,2026-07,1881,,1738,
8638837,2026-07,1700,,,
8638845,2026-07,1647,1578,1580,1
8638896,2026-07,,1467,,
8638900,2026-07,1491,1476,1469,
8638918,2026-07,,1635,,
8638926,2026-07,1844,1845,1867,
8638942,2026-07,1609,1737,,1
8638950,2026-07,1846,,,
8638977,2026-07,1873,,,
8638993,2026-07,1548,1468,1523,1
8639310,2026-07,1688,,,
8639345,2026-07,1509,,,
8639353,2026-07,1460,,,
8639370,2026-07,1647,,,
8639418,2026-07,,1438,1517,
8639426,2026-07,,1429,,
8639450,2026-07,1565,1499,,
8639523,2026-07,,1421,,
8639574,2026-07,,1421,,
8639582,2026-07,1942,1881,1744,
8639604,2026-07,1635,1700,,1
8639701,2026-07,1719,1813,,
8639710,2026-07,1578,,,1
8639736,2026-07,1466,,,
8639744,2026-07,1659,1698,1697,
8639779,2026-07,1529,,,
8639795,2026-07,1711,,,1
8639809,2026-07,2009,,2068,
8639817,2026-07,1709,,,
8639825,2026-07,1710,,,1
8639833,2026-07,1533,,,
8639841,2026-07,1576,,,1
8639850,2026-07,2135,2045,1905,
8639868,2026-07,1957,1766,1597,
8639876,2026-07,1719,,,1
8639892,2026-07,2083,1932,,1
8639906,2026-07,1835,1732,1731,
8639914,2026-07,1737,,,
8640084,2026-07,,1446,,
8640106,2026-07,,1512,,
8640122,2026-07,1670,1475,,
8640157,2026-07,1592,1514,1525,
8640181,2026-07,1834,1804,1822,
8640190,2026-07,1690,1666,1615,
8640203,2026-07,1577,,,
8640211,2026-07,1584,,,1
8640220,2026-07,1715,,,
8640238,2026-07,1769,1424,,
8640246,2026-07,1594,,,1
8640254,2026-07,1711,,,
8640262,2026-07,1653,1641,,
8640270,2026-07,1639,,,
8640289,2026-07,1491,,,
8640297,2026-07,1601,,,1
8640300,2026-07,1523,,,
8640319,2026-07,1942,,,
8640327,2026-07,1881,1870,1984,
8640335,2026-07,1977,1785,1840,
8640343,2026-07,1843,,1750,
8640351,2026-07,1692,,,1
8640360,2026-07,1481,,,1
8640378,2026-07,2045,1923,1738,
8640386,2026-07,1887,1736,1750,
8640394,2026-07,1684,,,
8640408,2026-07,1585,,,
8640416,2026-07,1864,1698,1884,
8640424,2026-07,1679,,,
8640432,2026-07,2288,2122,1944,
8640459,2026-07,1815,,,1
8640483,2026-07,1645,1722,1560,
8640491,2026-07,2273,2107,2044,
8640505,2026-07,1599,1668,,
8640513,2026-07,1641,,,
8640521,2026-07,,1516,,
8640530,2026-07,1650,,,
8640556,2026-07,1661,,,
8640564,2026-07,1571,,,1
8640572,2026-07,1755,1712,1596,
8640599,2026-07,1600,1542,1621,
8640602,2026-07,1531,1516,,
8640610,2026-07,1652,1491,,
8640645,2026-07,1540,1525,,
8640653,2026-07,2323,2003,2030,
8640661,2026-07,1595,,,
8640688,2026-07,1655,1715,1727,
8640696,2026-07,1522,,,
8640700,2026-07,1881,1799,,
8640718,2026-07,1868,1806,1817,
8640726,2026-07,1720,,,1
8640734,2026-07,1776,1606,,
8640742,2026-07,1751,1751,1818,1
8640750,2026-07,1696,1620,1571,
8640769,2026-07,1614,,,1
8640777,2026-07,1708,1594,1574,
8640785,2026-07,1671,,,1
8640793,2026-07,1816,,,
8640807,2026-07,2010,1941,,
8640815,2026-07,1531,1519,1586,
8640823,2026-07,1749,,,1
8640831,2026-07,1675,,,1
8640858,2026-07,,1649,,
8640874,2026-07,1614,,,
8640890,2026-07,1582,,,
8640912,2026-07,1720,1627,1744,
8640920,2026-07,1736,,,1
8640947,2026-07,1582,,1503,
8640955,2026-07,1829,1776,1660,
8640963,2026-07,1859,1780,1722,
8640971,2026-07,1744,,,
8640980,2026-07,2064,1883,1996,
8640998,2026-07,1915,1919,,
8641005,2026-07,1890,1803,,
8641013,2026-07,1645,1531,,
8641021,2026-07,2337,2054,2214,
8641030,2026-07,1569,,,
8641048,2026-07,1627,,,
8641056,2026-07,1879,1861,,
8641064,2026-07,1917,1839,1815,
8641072,2026-07,1509,,1615,
8641099,2026-07,1610,,,
8641102,2026-07,1485,1431,,
8641110,2026-07,2015,1871,1847,
8641129,2026-07,1748,,,
8641137,2026-07,1702,,,
8641161,2026-07,1727,,,1
8641170,2026-07,2003,1862,1908,
8641188,2026-07,1601,,,
8641226,2026-07,1666,1570,1609,
8641250,2026-07,1478,,,1
8641269,2026-07,1752,,,1
8641285,2026-07,1494,,,1
8641293,2026-07,1733,1713,,1
8641315,2026-07,1619,,,1
8641331,2026-07,1707,,,1
8641340,2026-07,1904,1945,1958,
8641358,2026-07,1540,,,1
8641366,2026-07,1431,,,
8641374,2026-07,1574,1443,,
8641390,2026-07,1581,,,
8641404,2026-07,,1823,1779,
8641420,2026-07,1608,,,
8641439,2026-07,1675,,,1
8641447,2026-07,2062,1939,2004,
8641455,2026-07,1499,1487,1470,
8641463,2026-07,1614,,,
8641471,2026-07,1769,1852,,
8641498,2026-07,1667,,,
8641501,2026-07,2043,,2263,
8641510,2026-07,1935,1854,1891,1
8641528,2026-07,2383,1972,2227,
8641536,2026-07,1730,1733,1671,
8641544,2026-07,1596,1643,,
8641552,2026-07,2253,1822,2082,
8641560,2026-07,2344,2014,2124,
8641579,2026-07,1647,,,
8641587,2026-07,1820,,,1
8641595,2026-07,1637,,,
8641617,2026-07,1646,,,
8641625,2026-07,1787,,,
8641641,2026-07,1561,1715,,
8641650,2026-07,1762,1691,,
8641668,2026-07,2168,1984,1899,
8641676,2026-07,1612,,,
8641684,2026-07,1487,1515,,1
8641692,2026-07,1857,,,1
8641722,2026-07,1585,,,
8641730,2026-07,1985,1773,1821,
8641757,2026-07,2125,2082,2049,
8641790,2026-07,1810,,,
8641803,2026-07,1716,,,
8641986,2026-07,,1408,,
8641994,2026-07,,1481,,
8642001,2026-07,,1542,,
8642028,2026-07,1714,,,
8642036,2026-07,1651,,,
8642044,2026-07,1641,1561,1572,
8642087,2026-07,,1489,,
8642109,2026-07,1839,,,1
8642133,2026-07,,1573,,
8642176,2026-07,1498,1457,1468,
8642184,2026-07,1439,1444,,1
8642192,2026-07,1591,1595,,
8642206,2026-07,1545,,,
8642214,2026-07,1848,1714,,
8642230,2026-07,2201,,,
8642338,2026-07,1656,1488,,
8642346,2026-07,1707,,,1
8642362,2026-07,1588,,,1
8642370,2026-07,1696,1630,,
8642397,2026-07,1557,,,
8642400,2026-07,1897,1921,,
8642419,2026-07,1672,1646,,
8642427,2026-07,2035,2031,1913,
8642443,2026-07,1587,,,1
8642451,2026-07,1709,,,1
8642478,2026-07,1577,1534,,
8642494,2026-07,1557,,,
8642508,2026-07,1763,,,
8642524,2026-07,1777,,,1
8642532,2026-07,1524,,,
8642540,2026-07,2038,1659,1646,
8642559,2026-07,1622,1616,,1
8642567,2026-07,1728,1697,,1
8642575,2026-07,1989,1758,1824,
8642583,2026-07,1429,,,1
8642591,2026-07,1425,1495,,1
8642630,2026-07,1626,1592,1459,1
8642648,2026-07,1915,1771,,
8642664,2026-07,1574,,,
8642680,2026-07,1737,1788,,
8642699,2026-07,1640,,,
8642702,2026-07,1553,,,
8642729,2026-07,1492,1496,,
8642737,2026-07,1827,,,
8642745,2026-07,1668,,,
8642753,2026-07,1722,1754,,
8642770,2026-07,1724,,,
8642788,2026-07,1460,,,
8642796,2026-07,1653,1733,1781,
8642800,2026-07,1798,,1714,
8642869,2026-07,1848,1927,1939,1
8642877,2026-07,1618,1759,1513,1
8642885,2026-07,1742,1735,,
8642893,2026-07,1629,1543,,
8642907,2026-07,1701,,,1
8642915,2026-07,1782,,,1
8642923,2026-07,1705,,1702,
8642940,2026-07,1568,,,
8642958,2026-07,1524,,,
8642982,2026-07,1606,,,1
8642990,2026-07,1504,,,
8643008,2026-07,1639,,,1
8643016,2026-07,1780,,,
8643024,2026-07,1601,,,
8643032,2026-07,1755,1750,1600,
8643040,2026-07,1633,,,1
8643059,2026-07,1869,,,1
8643067,2026-07,1598,,,
8643075,2026-07,1561,1540,1556,
8643091,2026-07,1618,,,1
8643113,2026-07,1606,,,
8643130,2026-07,1492,1444,1511,
8643164,2026-07,1620,1712,,
8643172,2026-07,2168,2018,2044,
8643202,2026-07,1592,,,
8643229,2026-07,1661,1637,1717,
8643237,2026-07,1643,,,
8643253,2026-07,1702,,,1
8643261,2026-07,1776,,,1
8643288,2026-07,1561,,,
8643296,2026-07,1734,,,
8643300,2026-07,1455,,,
8643318,2026-07,2064,2014,2052,
8643326,2026-07,1563,,,
8643334,2026-07,1834,,,1
8643350,2026-07,1603,,,
8643369,2026-07,1787,,,1
8643377,2026-07,1676,1629,,
8643385,2026-07,1475,,,1
8643393,2026-07,1720,,,1
8643407,2026-07,1618,,,1
8643440,2026-07,1800,1890,1890,1
8643458,2026-07,1555,,,1
8643466,2026-07,1548,,,
8643482,2026-07,2119,1964,2029,
8643504,2026-07,1648,,,1
8643520,2026-07,1714,1671,,
8643539,2026-07,1613,1636,1622,
8643547,2026-07,1749,,,1
8643555,2026-07,1533,,,
8643563,2026-07,1760,,,
8643571,2026-07,1587,1613,1680,
8643580,2026-07,1581,1561,,
8643598,2026-07,1728,,,
8643601,2026-07,1878,1788,1842,
8643644,2026-07,1522,1437,,
8643652,2026-07,1535,,,1
8643660,2026-07,1616,,1581,
8643687,2026-07,1753,,1718,
8643695,2026-07,1602,,,1
8643709,2026-07,1645,1588,,
8643725,2026-07,1689,,,
8643733,2026-07,1643,,,1
8643750,2026-07,,1445,,
8643768,2026-07,1615,1586,,1
8643806,2026-07,1472,,,1
8643830,2026-07,,1557,,
8643865,2026-07,1609,1606,1719,
8643938,2026-07,1783,1805,1738,
8643946,2026-07,1658,1660,,1
8643997,2026-07,,1530,,
8644004,2026-07,1831,,1833,
8644012,2026-07,1571,,,
8644071,2026-07,1523,1513,,
8644080,2026-07,1683,,,1
8644110,2026-07,1648,,,1
8644233,2026-07,1491,,1409,1
8644250,2026-07,,1483,,
8644276,2026-07,1553,,,
8644284,2026-07,,1412,,
8644330,2026-07,,1460,,
8644365,2026-07,,1468,,
8644390,2026-07,,1585,,
8644438,2026-07,,1408,1523,
8644500,2026-07,1811,1562,1553,
8644560,2026-07,1660,,1653,1
8644578,2026-07,1558,,,1
8644586,2026-07,1407,,,
8644594,2026-07,1560,,,1
8644632,2026-07,1507,,,1
8644640,2026-07,1625,1765,,1
8644667,2026-07,1684,1689,,1
8644683,2026-07,1441,,,
8644721,2026-07,1766,,,1
8644799,2026-07,1469,1573,,
8644810,2026-07,1803,1900,1907,
8644829,2026-07,1566,,,1
8644837,2026-07,1681,1636,,
8644853,2026-07,1760,,,1
8644861,2026-07,1697,,,
8644918,2026-07,1505,,,
8644934,2026-07,1714,,,1
8644942,2026-07,1566,,,1
8644969,2026-07,1558,,,
8644993,2026-07,1465,,,1
8645000,2026-07,1515,,,
8645086,2026-07,1760,,,1
8645108,2026-07,1684,,,1
8645132,2026-07,1692,,,1
8645140,2026-07,1755,,,1
8645175,2026-07,1685,,,1
8645183,2026-07,1699,,,1
8645205,2026-07,1877,1919,,
8645213,2026-07,2024,1828,,
8645221,2026-07,1569,,,1
8645230,2026-07,1634,,,1
8645256,2026-07,1782,,,1
8645264,2026-07,2035,,1916,
8645272,2026-07,1602,,,
8645280,2026-07,1662,,,
8645299,2026-07,1732,,,1
8645310,2026-07,1763,,,
8645337,2026-07,1429,,1617,
8645345,2026-07,1830,,,1
8645370,2026-07,1476,,,1
8645388,2026-07,1589,,,1
8645396,2026-07,1744,,,1
8645400,2026-07,1655,,,1
8645418,2026-07,1555,,,1
8645434,2026-07,1624,1605,,
8645469,2026-07,1653,,,
8645477,2026-07,1708,,,1
8645493,2026-07,1608,1714,,
8645515,2026-07,1706,,,
8645540,2026-07,1522,,,1
8645558,2026-07,1760,,,
8645566,2026-07,1561,,,
8645604,2026-07,1723,,,1
8645612,2026-07,1802,,1828,1
8645639,2026-07,1649,,,1
8645647,2026-07,1718,,,1
8645655,2026-07,1433,,,
8645663,2026-07,1501,,,
8645680,2026-07,1459,,,1
8645698,2026-07,1567,,,
8645728,2026-07,1597,,,
8645736,2026-07,1733,,,
8645760,2026-07,1682,,,
8645809,2026-07,1611,,,1
8645817,2026-07,1683,,,1
8645833,2026-07,1695,,,
8645841,2026-07,1583,1583,1515,
8645906,2026-07,1543,,,1
8645914,2026-07,1904,1676,1600,
8645949,2026-07,1634,,,
8645957,2026-07,1878,1922,1930,1
8645973,2026-07,1734,,,
8646015,2026-07,1657,,,1
8646074,2026-07,1469,1530,,
8646090,2026-07,1546,,,
8646112,2026-07,1515,,,1
8646139,2026-07,1535,1543,1600,
8646155,2026-07,1496,1508,,1
8646163,2026-07,1515,1559,1510,
8646180,2026-07,,1679,,
8646201,2026-07,1590,1496,,
8646210,2026-07,1460,,,
8646236,2026-07,1791,1763,,
8646333,2026-07,1754,,,1
8646350,2026-07,1839,,,1
8646368,2026-07,1595,,,
8646376,2026-07,1511,,,
8646384,2026-07,1631,,,1
8646422,2026-07,1648,,,1
8646457,2026-07,,1808,,
8646481,2026-07,1588,,,
8646490,2026-07,1574,1570,1588,
8646503,2026-07,1620,,,
8646511,2026-07,1663,1691,,
8646520,2026-07,1563,,,
8646538,2026-07,1695,,,
8646546,2026-07,1624,,,1
8646554,2026-07,1543,1534,1512,
8646589,2026-07,1593,1600,,1
8646619,2026-07,1815,1755,1633,
8646627,2026-07,1646,1711,1659,1
8646635,2026-07,1572,,,1
8646643,2026-07,1671,,,
8646651,2026-07,1487,,,
8646660,2026-07,1566,,1529,1
8646678,2026-07,1552,,,
8646686,2026-07,1738,,,
8646694,2026-07,1634,,,1
8646708,2026-07,1542,,,1
8646716,2026-07,1566,,,
8646732,2026-07,1662,,,1
8646740,2026-07,1629,,,1
8646767,2026-07,1707,,,1
8646783,2026-07,1519,,,
8646830,2026-07,,1605,,
8646848,2026-07,1534,,,
8646872,2026-07,1709,,,
8646880,2026-07,1765,,,1
8646899,2026-07,1576,,,
8646910,2026-07,1699,,,1
8646937,2026-07,1768,1752,,1
8646945,2026-07,1493,,,
8646970,2026-07,1588,,,
8647003,2026-07,1544,1520,,1
8647062,2026-07,1622,1675,,
8647070,2026-07,1623,1659,,
8647100,2026-07,1885,1919,,
8647135,2026-07,,1578,,
8647143,2026-07,1549,,,1
8647151,2026-07,1723,,,1
8647160,2026-07,1416,,,
8647178,2026-07,1593,,,1
8647186,2026-07,1618,1698,1621,
8647194,2026-07,,1655,,
8647208,2026-07,1623,,,1
8647216,2026-07,1548,,,
8647267,2026-07,1654,1615,,1
8647283,2026-07,,1411,,
8647291,2026-07,1475,1601,,
8647313,2026-07,1473,,,
8647356,2026-07,1434,1504,,
8647372,2026-07,1730,1761,,1
8647380,2026-07,1744,1689,1679,
8647399,2026-07,1670,,1665,
8647402,2026-07,1618,1647,1540,1
8647410,2026-07,1662,1650,1651,
8647445,2026-07,1984,1741,1814,
8647453,2026-07,1432,,1502,1
8647488,2026-07,1402,,1451,
8647496,2026-07,1422,1419,1440,1
8647500,2026-07,1463,,,1
8647518,2026-07,1459,1473,1625,
8647526,2026-07,1900,1858,1853,
8647542,2026-07,1742,1671,1710,
8647550,2026-07,1629,1531,1556,1
8647569,2026-07,1531,1609,1565,1
8647577,2026-07,1580,1531,1525,1
8647585,2026-07,1740,1777,1732,
8647607,2026-07,1696,,,
8647615,2026-07,1752,1664,1700,
8647623,2026-07,,1608,1738,
8647631,2026-07,1694,,1618,1
8647640,2026-07,1495,1503,1606,
8647674,2026-07,1789,1594,1619,
8647682,2026-07,1806,1648,1551,
8647690,2026-07,1573,1574,1510,
8647704,2026-07,,1586,,
8647739,2026-07,1457,,,
8647747,2026-07,,1499,1571,
8647763,2026-07,1674,,,
8647771,2026-07,1967,1956,1939,
8647798,2026-07,,,1943,
8647801,2026-07,1942,,1679,
8647828,2026-07,1642,,,1
8647860,2026-07,1681,1771,,
8647887,2026-07,1543,1715,1643,
8647895,2026-07,1519,,,
8647909,2026-07,1875,1888,,
8647917,2026-07,1446,,,
8647941,2026-07,1618,,,1
8647950,2026-07,1585,,,
8647968,2026-07,1756,1646,1630,
8647984,2026-07,1894,,,
8648018,2026-07,1618,,,1
8648050,2026-07,1437,,,1
8648069,2026-07,1542,,,
8648077,2026-07,1759,,1467,
8648107,2026-07,1661,1686,,
8648115,2026-07,1519,,,
8648166,2026-07,1599,,,1
8648174,2026-07,1639,,,
8648182,2026-07,1656,,,
8648190,2026-07,1497,,,
8648204,2026-07,1566,,,
8648239,2026-07,1804,1642,,
8648247,2026-07,1564,,,
8648255,2026-07,1774,,,
8648263,2026-07,1623,1700,,
8648280,2026-07,1969,1870,1950,
8648298,2026-07,1405,,,
8648310,2026-07,1463,1578,,
8648395,2026-07,1645,1584,,
8648425,2026-07,1535,1531,,
8648433,2026-07,1557,,,
8648441,2026-07,1783,1730,,
8648514,2026-07,1543,1610,,
8648522,2026-07,1623,,,1
8648557,2026-07,1563,,,1
8648565,2026-07,1455,,,
8648581,2026-07,1653,,,
8648590,2026-07,1749,,,1
8648603,2026-07,1620,1634,1675,
8648620,2026-07,2041,,1775,
8648638,2026-07,1751,,,1
8648646,2026-07,1617,,,1
8648662,2026-07,1713,1734,,1
8648670,2026-07,1689,,,1
8648689,2026-07,1589,,,
8648727,2026-07,1691,,,1
8648735,2026-07,1594,,,
8648778,2026-07,1608,,,1
8648808,2026-07,1974,,,
8648816,2026-07,1493,,,
8648840,2026-07,1870,,,
8648875,2026-07,1650,,,1
8648883,2026-07,1533,,,1
8648891,2026-07,1555,,,1
8648913,2026-07,1603,,,1
8648921,2026-07,1432,,,1
8648948,2026-07,1681,,,
8648956,2026-07,1423,,1426,1
8648980,2026-07,1558,,,1
8648999,2026-07,1511,,,1
8649014,2026-07,1564,,,1
8649057,2026-07,1855,1830,1914,
8649073,2026-07,1759,1669,,1
8649081,2026-07,1535,,,1
8649103,2026-07,,1481,,
8649111,2026-07,,1502,,
8649120,2026-07,1515,1579,1590,
8649138,2026-07,2273,1868,2034,
8649146,2026-07,1772,1901,1904,1
8649154,2026-07,,1956,,
8649162,2026-07,1667,,,
8649170,2026-07,1514,1604,,1
8649189,2026-07,1653,,,1
8649219,2026-07,1850,1626,1724,
8649227,2026-07,,2071,,
8649243,2026-07,1685,,,
8649278,2026-07,,1453,,
8649286,2026-07,1756,1644,1703,
8649308,2026-07,,1431,,
8649316,2026-07,1623,,,1
8649324,2026-07,1638,,,
8649375,2026-07,1467,,,
8649405,2026-07,1652,,,1
8649413,2026-07,1760,1766,1767,
8649421,2026-07,1500,,,1
8649456,2026-07,1683,1690,,
8649464,2026-07,2133,1775,1763,
8649499,2026-07,1689,1682,1801,
8649502,2026-07,1994,,1864,
8649529,2026-07,1839,1744,,
8649561,2026-07,1675,1704,,
8649570,2026-07,1904,1772,,
8649588,2026-07,1575,,,1
8649596,2026-07,1661,1639,1720,
8649618,2026-07,1505,,,
8649626,2026-07,1464,1466,,
8649634,2026-07,1645,1689,,
8649685,2026-07,1520,,,
8649693,2026-07,1554,,,1
8649707,2026-07,1590,1589,1531,
8649715,2026-07,1586,,,
8649723,2026-07,1404,1422,,1
8649731,2026-07,1804,1755,,
8649740,2026-07,1490,1524,,1
8649766,2026-07,2051,1936,1843,
8649774,2026-07,1507,,,1
8649782,2026-07,1472,,,1
8649855,2026-07,1447,,,
8649863,2026-07,,1610,,
8649936,2026-07,1575,,,
8650055,2026-07,1598,,,
8650080,2026-07,1787,1639,1595,
8650098,2026-07,1789,1528,1537,
8650101,2026-07,1706,1554,1702,
8650179,2026-07,,1495,,
8650187,2026-07,,1451,1405,
8650195,2026-07,1941,2048,1964,
8650209,2026-07,1640,,,
8650217,2026-07,1509,,,1
8650225,2026-07,,,1451,
8650233,2026-07,1549,,,1
8650276,2026-07,1590,,,1
8650284,2026-07,1690,,,1
8650349,2026-07,1636,1638,,
8650365,2026-07,1631,,,
8650381,2026-07,1540,1650,1576,
8650403,2026-07,1614,,,1
8650411,2026-07,1670,,,1
8650462,2026-07,1692,,,1
8650470,2026-07,1563,,,
8650489,2026-07,1604,,,
8650497,2026-07,1573,,1602,
8650519,2026-07,1647,,,1
8650543,2026-07,1829,1883,,
8650551,2026-07,1520,,,1
8650578,2026-07,1594,,,1
8650594,2026-07,1459,,,1
8650608,2026-07,1473,,,1
8650640,2026-07,1782,1738,,
8650659,2026-07,1851,,1757,
8650667,2026-07,1540,1488,1440,
8650683,2026-07,1464,,,1
8650705,2026-07,1565,,,1
8650748,2026-07,1928,1722,,
8650764,2026-07,,1404,1411,
